location,name,Alc,latitude,longitude,image,links
전라북도,지리산 정담 생쌀 막걸리,6%,35.4369968,127.5240118,https://thesool.com/wp-content/uploads/2019/09/운봉주조_정담막걸리.jpg,https://herbsul.modoo.at/
전라북도,지리산 허브잎 술,6%,35.4369968,127.5240118,https://thesool.com/wp-content/uploads/2019/09/운봉주조_허브잎술.jpg,https://herbsul.modoo.at/
전라북도,"진심홍삼인삼주 38%, 19%","19%, 38%",35.7726437,127.380432,https://thesool.com/wp-content/uploads/2017/12/118.jpg,www.hongsamjumall.com
전라북도,쿨샷7.5,7.50%,35.5264515,126.5618904,https://thesool.com/wp-content/uploads/2019/02/선운산복분자땡큐_쿨샷75.jpg,www.sulbox.com
제주도,The 찾을수록,16%,33.4446362,126.3375372,https://thesool.com/wp-content/uploads/2020/01/찾을수록_애플리즈.jpg,
제주도,고소리술,"29%, 40%",33.4446362,126.3375372,https://thesool.com/wp-content/uploads/2020/01/도자기500-2.jpg,http://www.jejusaemju.co.kr
제주도,니모메,11%,33.4446362,126.3375372,https://thesool.com/wp-content/uploads/2019/02/니모메-3.jpg,http://www.jejusaemju.co.kr
제주도,신례명주,50%,33.3014401,126.624737,https://thesool.com/wp-content/uploads/2020/02/신례명주.png,http://www.ehondiju.com/
제주도,오메기 맑은술,16%,33.3849016,126.79391,https://thesool.com/wp-content/uploads/2018/11/제주술익는집_오메기_맑은술.jpg,http://jejugosorisul.com/
제주도,제주술익는집 고소리술,40%,33.3849016,126.79391,https://thesool.com/wp-content/uploads/2020/01/제주술익는집_고소리술.jpg,http://jejugosorisul.com/
제주도,혼디주,12%,33.3014401,126.624737,https://thesool.com/wp-content/uploads/2020/02/혼디주.png,http://www.ehondiju.com/
충청남도,강소주,50%,36.5236887,127.0246583,https://thesool.com/wp-content/uploads/2020/01/내국양조_강소주.jpg,https://cafe.naver.com/jumarusa
충청남도,계룡백일주 40%,40%,36.4174111,127.0914791,https://thesool.com/wp-content/uploads/2020/01/백일주.jpg,https://paegilju.modoo.at/
충청남도,계룡산 산삼주 금수강산 21%,21%,36.1115813,127.0689182,https://thesool.com/wp-content/uploads/2020/01/한국산삼_산삼주21.jpg,http://iksiks.co.kr/
충청남도,계룡산 산삼주 금수강산 22%,40%,36.1115813,127.0689182,https://thesool.com/wp-content/uploads/2020/01/한국산삼_산삼주40.jpg,http://iksiks.co.kr/
충청남도,공주알밤 왕밤주,6%,36.5236887,127.0246583,https://thesool.com/wp-content/uploads/2020/02/알밤.png,www.bamsul.com
충청남도,공주애 오디와인,15%,36.5236887,127.0246583,https://thesool.com/wp-content/uploads/2019/03/공주애오디와인.jpg,www.bamsul.com
충청남도,금산인삼주 수삼 500,43%,36.1278227,127.4663225,https://thesool.com/wp-content/uploads/2017/12/108.jpg,www.insamwine.com
충청남도,금삼인삼백주,43%,36.1278227,127.4663225,https://thesool.com/wp-content/uploads/2017/12/107.jpg,www.insamwine.com
충청남도,능이주,13%,36.1115813,127.0689182,https://thesool.com/wp-content/uploads/2019/02/내국양조_능이주.jpg,https://cafe.naver.com/jumarusa
충청남도,두레앙브랜디,35%,36.9133998,127.2028373,https://thesool.com/wp-content/uploads/2020/01/49_브렌디.jpg,www.duraean.co.kr
충청남도,두레앙와인,12%,36.9133998,127.2028373,https://thesool.com/wp-content/uploads/2018/10/47_두레앙와인.jpg,www.duraean.co.kr
충청남도,두레앙증류주,35%,36.9133998,127.2028373,https://thesool.com/wp-content/uploads/2020/01/48_두레앙.jpg,www.duraean.co.kr
충청남도,밤꽃향기,14%,36.5236887,127.0246583,https://thesool.com/wp-content/uploads/2019/03/밤꽃향기.jpg,www.bamsul.com
충청남도,백련 맑은술,12%,36.8836272,126.7747563,https://thesool.com/wp-content/uploads/2019/01/신평양조장_백련맑은술.jpg,http://www.koreansul.co.kr
충청남도,백련 생막걸리 snow (스노우),6%,36.8836272,126.7747563,https://thesool.com/wp-content/uploads/2019/01/신평양조장_백련스노우.jpg,http://www.koreansul.co.kr
충청남도,송이주,13%,36.1115813,127.0689182,https://thesool.com/wp-content/uploads/2019/02/내국양조_송이주.jpg,https://cafe.naver.com/jumarusa
충청남도,수삼단본720,43%,36.1278227,127.4663225,https://thesool.com/wp-content/uploads/2017/12/113.jpg,www.insamwine.com
충청남도,양촌 생 동동주,10%,36.1382468,127.2343331,https://thesool.com/wp-content/uploads/2019/03/양촌양조_양촌생동동주.jpg,http://www.yangchon.co.kr/
충청남도,양촌 생 막걸리,6%,36.1382468,127.2343331,https://thesool.com/wp-content/uploads/2019/03/양촌양조_양촌생막걸리.jpg,http://www.yangchon.co.kr/
충청남도,양촌 우렁이쌀 청주,14%,36.1382468,127.2343331,https://thesool.com/wp-content/uploads/2020/02/우렁이쌀.png,http://www.yangchon.co.kr/
충청남도,우렁이쌀 손 막걸리,8%,36.1382468,127.2343331,https://thesool.com/wp-content/uploads/2017/12/우렁이쌀-손막걸리750중해상.jpg,http://www.yangchon.co.kr/
충청남도,진쾌남,25%,36.5236887,127.0246583,https://thesool.com/wp-content/uploads/2019/03/진쾌남.jpg,www.bamsul.com
충청남도,청양둔송구기주,16%,36.5630317,126.8599303,https://thesool.com/wp-content/uploads/2018/11/50_청양.jpg,https://dunsong.modoo.at/
충청남도,추사 로제,12%,36.7617845,126.6981115,https://thesool.com/wp-content/uploads/2019/01/은성농원_추사로제.jpg,http://www.chusawine.com
충청남도,추사 블루베리 와인,11%,36.7617845,126.6981115,https://thesool.com/wp-content/uploads/2019/03/추차-블루베리-와인.jpg,http://www.chusawine.com
충청남도,추사 애플와인,12%,36.7617845,126.6981115,https://thesool.com/wp-content/uploads/2019/03/추사_애플와인.jpg,http://www.chusawine.com
충청남도,추사40,40%,36.7617845,126.6981115,https://thesool.com/wp-content/uploads/2020/01/은성농원_추사40.jpg,http://www.chusawine.com
충청남도,하얀연꽃 백련막걸리,7%,36.8836272,126.7747563,https://thesool.com/wp-content/uploads/2017/11/백꽃.jpg,http://www.koreansul.co.kr
충청남도,하얀연꽃 백련생막걸리,7%,36.8836272,126.7747563,https://thesool.com/wp-content/uploads/2017/11/백련.jpg,http://www.koreansul.co.kr
충청남도,한비 오가피술,35%,36.5406213,127.0445634,https://thesool.com/wp-content/uploads/2020/01/제천한약농업법인_오가피주.jpg,www.한비오가피술.com
충청남도,한산소곡주,43%,36.0798898,126.8021099,https://thesool.com/wp-content/uploads/2017/12/2.jpg,http://www.sogokju.co.kr
충청남도,화주,25%,36.1115813,127.0689182,https://thesool.com/wp-content/uploads/2020/01/내국양조_화주.jpg,https://cafe.naver.com/jumarusa
충청남도,두레앙,35%,36.9133449,127.2031105,https://thesool.com/wp-content/uploads/2017/12/110.jpg,www.duraean.co.kr
충청북도,금휘,35%,37.2149724,128.237314,https://thesool.com/wp-content/uploads/2017/12/109.jpg,
충청북도,로제와인,12%,36.1107591,127.6475078,https://thesool.com/wp-content/uploads/2020/05/_로제와인-e1589360738121.jpg,
충청북도,샤토미소 레드 드라이,12%,36.1921697,127.9369001,https://thesool.com/wp-content/uploads/2019/07/20190703_샤토미소레드드라이.jpg,http://xn--hg3b13gpoq4muubvz4a.kr/
충청북도,샤토미소 레드 스위트,12%,36.1921697,127.9369001,https://thesool.com/wp-content/uploads/2019/07/20190703_샤토미소레드스위트.jpg,http://xn--hg3b13gpoq4muubvz4a.kr/
충청북도,샤토미소 로제스위트와인,12%,36.1921697,127.9369001,https://thesool.com/wp-content/uploads/2017/11/샤토미소로제스위트.jpg,http://xn--hg3b13gpoq4muubvz4a.kr/
충청북도,서울의 밤,25%,37.1334855,128.088801,https://thesool.com/wp-content/uploads/2020/01/서울의밤_매실원주.jpg,http://www.thehan.kr
충청북도,세종 쌀막걸리,6%,36.6787588,127.4798585,https://thesool.com/wp-content/uploads/2017/11/쌀막.jpg,http://www.joeunsulsj.co.kr
충청북도,세종 알밤주,6%,36.6787588,127.4798585,https://thesool.com/wp-content/uploads/2019/09/조은술세종_알밤주.jpg,http://www.joeunsulsj.co.kr
충청북도,세종대왕어주 약주,15%,36.7142106,127.6049787,https://thesool.com/wp-content/uploads/2020/02/세종대왕약주.jpg,https://jhdg3491.modoo.at/
충청북도,세종청주생막걸리,6%,36.6787588,127.4798585,https://thesool.com/wp-content/uploads/2019/09/조은술세종_생막걸리.jpg,http://www.joeunsulsj.co.kr
충청북도,소나무와 학,43%,37.2149724,128.237314,https://thesool.com/wp-content/uploads/2017/12/111.jpg,
충청북도,소백산 검은콩 막걸리,6%,36.9222851,128.3536341,https://thesool.com/wp-content/uploads/2017/12/1.jpg,http://www.krwine.com
충청북도,소백산 생 막걸리,6%,36.9222851,128.3536341,https://thesool.com/wp-content/uploads/2017/12/1-1.jpg,http://www.krwine.com
충청북도,송로주,48%,36.47974,127.8696393,https://thesool.com/wp-content/uploads/2017/12/112.jpg,
충청북도,시나브로 화이트 11,12%,36.2018604,127.720418,https://thesool.com/wp-content/uploads/2020/05/시나브로화이트.png,
충청북도,시인의마을,10%,36.247018,127.6206359,https://thesool.com/wp-content/uploads/2019/03/시인의마을.jpg,
충청북도,아이원 막걸리,6%,36.247018,127.6206359,https://thesool.com/wp-content/uploads/2019/03/아이원.jpg,
충청북도,여포의 꿈 (화이트),12%,36.1262331,127.7443598,https://thesool.com/wp-content/uploads/2019/07/20190703_여포의꿈화이트JPG.jpg,https://yeopo.modoo.at/
충청북도,여포의 꿈 레드,12%,36.1262331,127.7443598,https://thesool.com/wp-content/uploads/2019/07/20190703_여포의꿈레드JPG.jpg,https://yeopo.modoo.at/
충청북도,우리밀 막걸리 향수,9%,36.247018,127.6206359,https://thesool.com/wp-content/uploads/2018/11/이원양조장_향수-1.jpg,
충청북도,의림소주,40%,37.1334855,128.088801,https://thesool.com/wp-content/uploads/2017/12/106.jpg,www.jcmedi.com
충청북도,이도 22,22%,36.6787588,127.4798585,https://thesool.com/wp-content/uploads/2020/01/조은술세종_이도22.jpg,http://www.joeunsulsj.co.kr
충청북도,청명주,17%,36.99724,127.8788279,https://thesool.com/wp-content/uploads/2017/12/1-2.jpg,http://www.청명주.com/
충청북도,청명주 750,17%,36.99724,127.8788279,https://thesool.com/wp-content/uploads/2019/01/청명주_750.jpg,http://www.청명주.com/
충청북도,초선의 꿈,12%,36.1262331,127.7443598,https://thesool.com/wp-content/uploads/2019/07/20190703_초선의꿈.jpg,https://yeopo.modoo.at/
충청북도,한비 동충하초술,35%,37.1334855,128.088801,https://thesool.com/wp-content/uploads/2019/02/제천한약농업법인_한비동충하초.jpg,www.한비오가피술.com
충청북도,한비 무병장수술,35%,37.1334855,128.088801,https://thesool.com/wp-content/uploads/2019/02/제천한약농업법인_무병장수.jpg,www.한비오가피술.com
충청북도,한비 쌀소주,40%,37.1334855,128.088801,https://thesool.com/wp-content/uploads/2020/01/제천한약농업법인_한비쌀소주.jpg,www.한비오가피술.com
충청북도,한비 유자술,35%,37.1334855,128.088801,https://thesool.com/wp-content/uploads/2020/02/한비유자술.png,https://smartstore.naver.com/ogapisool
충청북도,한비오가피술골드,35%,37.1334855,128.088801,https://thesool.com/wp-content/uploads/2017/11/135.jpg,
